Rank,Business Name,Phone Number,Rating,Review Count,Address,City,State,ZIP,Website,Quality Score,Lead Quality,Call Priority,Owner Name,Owner Email,Contact Email,Enrichment Source,Notes,Call Status,Call Date,Follow Up
248,Toro Nursery,(310) 715-1982,4.9,48,"17585 Crenshaw Blvd, Torrance, CA 90504, USA",Torrance,CA,90504,http://toronursery.com/,60,MEDIUM,HIGH,,,,google_places,,,,
249,Finley's Tree & Landcare,(310) 326-9818,5.0,44,"1209 W 228th St, Torrance, CA 90502, USA",Torrance,CA,90502,https://www.finleystreeandlandcare.com/,60,MEDIUM,HIGH,,,,google_places,,,,
250,Maverick Drains,(323) 742-4665,5.0,35,"10516 Main St, Los Angeles, CA 90003, USA",Los Angeles,CA,90003,http://www.maverickdraininc.com/,60,MEDIUM,HIGH,,,,google_places,,,,
251,JLG Tree Service - Tree Removal OC,(714) 770-1850,4.9,49,"1440 S State College Blvd Suite 3D, Anaheim, CA 92806, USA",Anaheim,CA,92806,https://www.jlgtreeservice.com/,60,MEDIUM,HIGH,,,,google_places,,,,
252,Vargas Tree Services Inc,(714) 630-5337,4.9,32,"1035 S Chantilly St, Anaheim, CA 92806, USA",Anaheim,CA,92806,http://www.vargastreeservice.com/,60,MEDIUM,HIGH,,,,google_places,,,,
253,"Black Diamond Paver Stones & Landscape, Inc.",(949) 352-4759,4.9,35,"7545 Irvine Center Dr Ste 200, Irvine, CA 92618, USA",Irvine,CA,92618,https://blackdiamondlandscape.com/orange-county/?utm_source=Google&utm_medium=GMB&utm_campaign=OrangeCountyIrvine,60,MEDIUM,HIGH,,,,google_places,,,,
254,Simple Outdoor Living,(714) 388-5878,4.9,45,"17875 Von Karman Ave suit 150, Irvine, CA 92614, USA",Irvine,CA,92614,http://www.simpleoutdoorliving.com/,60,MEDIUM,HIGH,,,,google_places,,,,
255,Garden Awakenings,(626) 295-1620,4.9,37,"458 W Monterey Ave, Pomona, CA 91768, USA",Pomona,CA,91768,http://gardenawakeningsllc.squarespace.com/,60,MEDIUM,HIGH,,,,google_places,,,,
256,South County Landscapes,(949) 637-1159,4.9,42,"31221 Calle Del Campo, San Juan Capistrano, CA 92675, USA",San Juan Capistrano,CA,92675,https://southcountylandscapes.com/,60,MEDIUM,HIGH,,,,google_places,,,,
257,Standard Design Group Nursery Partnership with Highland Garden Center,(805) 515-4315,4.5,47,"600 E 19th St, Upland, CA 91784, USA",Upland,CA,91784,http://www.thestandarddesigngroup.com/,60,MEDIUM,HIGH,,,,google_places,,,,
258,Natural Earth Sustainable Landscape & Design,(909) 398-1235,4.6,32,"1420 N Claremont Blvd #200-C, Claremont, CA 91711, USA",Claremont,CA,91711,https://naturalearthla.com/,60,MEDIUM,HIGH,,,,google_places,,,,
259,Norens Nursery,(909) 331-6133,4.7,41,"201 W Bonita Ave, Claremont, CA 91711, USA",Claremont,CA,91711,http://norensnursery.com/,60,MEDIUM,HIGH,,,,google_places,,,,
260,Garrison Foothill Nursery,(909) 949-9878,4.9,28,"679 E 16th St, Upland, CA 91784, USA",Upland,CA,91784,http://socalflora.com/,60,MEDIUM,HIGH,,,,google_places,,,,
261,Bentson Landscape,(909) 480-9477,5.0,26,"W 24th St, Upland, CA 91784, USA",Upland,CA,91784,https://bentsonlandscape.com/,60,MEDIUM,HIGH,,,,google_places,,,,
262,SoCal Nursery,(951) 295-3525,4.2,31,"9312 Ben Nevis Blvd, Riverside, CA 92509, USA",Riverside,CA,92509,,60,MEDIUM,HIGH,,,,google_places,,,,
263,Garden Center @ The Home Depot,(949) 646-4220,4.5,18,"2300 Harbor Blvd, Costa Mesa, CA 92626, USA",Costa Mesa,CA,92626,https://www.homedepot.com/l/Costa-Mesa/CA/Costa-Mesa/92626/6664/garden-center?emt=GCGMBGoogleMaps,55,MEDIUM,MEDIUM,,,,google_places,,,,
264,Pacific Coast Landscaping,(714) 773-4865,4.6,19,"3730 W Commonwealth Ave, Fullerton, CA 92833, USA",Fullerton,CA,92833,http://www.pacificcoastlandscaping.com/,55,MEDIUM,MEDIUM,,,,google_places,,,,
265,Brothers Landscape Services,(714) 683-4173,4.6,10,"838 Marian Way, Anaheim, CA 92804, USA",Anaheim,CA,92804,http://brotherslandscapeoc.com/,55,MEDIUM,MEDIUM,,,,google_places,,,,
266,Lakewood Nursery,(714) 828-9464,4.6,119,"4114 Lincoln Ave, Cypress, CA 90630, USA",Cypress,CA,90630,,55,MEDIUM,MEDIUM,,,,google_places,,,,
267,Supergreen Landscape,(323) 930-1572,4.7,12,"1838 S La Brea Ave, Los Angeles, CA 90019, USA",Los Angeles,CA,90019,http://supergreenlandscape.com/,55,MEDIUM,MEDIUM,,,,google_places,,,,
268,Firestone Nursery,(323) 385-8945,4.7,22,"1990 Firestone Blvd, Los Angeles, CA 90001, USA",Los Angeles,CA,90001,https://firestonenursery.top/,55,MEDIUM,MEDIUM,,,,google_places,,,,
269,West Hollywood Landscaping & Hardscaping,(818) 646-4197,4.8,88,"750 N San Vicente Blvd, West Hollywood, CA 90069, USA",West Hollywood,CA,90069,,55,MEDIUM,MEDIUM,,,,google_places,,,,
270,Cortez Tree Service and Landscaping,(626) 327-6574,4.8,18,"1107 E Larkwood St, West Covina, CA 91790, USA",West Covina,CA,91790,https://www.corteztreesvce.com/,55,MEDIUM,MEDIUM,,,,google_places,,,,
271,REYNOSO TREE SERVICE LLC- Reliable Tree Service - Hawthorne,(424) 207-6878,4.8,20,"12700 S Inglewood Ave # 2222, Hawthorne, CA 90251, USA",Hawthorne,CA,90251,http://reynosotreeservicellc.com/,55,MEDIUM,MEDIUM,,,,google_places,,,,
272,Shades of Green Tree Service,(626) 523-3000,4.8,15,"5024 Tierra Antigua Dr, Whittier, CA 90601, USA",Whittier,CA,90601,http://shadesofgreentreeservice.com/,55,MEDIUM,MEDIUM,,,,google_places,,,,
273,Bamboo Nursery & Garden Supplies,(310) 635-1590,4.9,18,"15600 Atlantic Ave, Compton, CA 90221, USA",Compton,CA,90221,https://www.instagram.com/bamboo_nursery/profilecard/?igsh=NTc4MTIwNjQ2YQ==,55,MEDIUM,MEDIUM,,,,google_places,,,,
274,Ruelas Landscaping Inc.,(323) 919-2918,5.0,20,"3336 S La Cienega Blvd Unit 122, Los Angeles, CA 90016, USA",Los Angeles,CA,90016,http://www.ruelaslandscaping.com/,55,MEDIUM,MEDIUM,,,,google_places,,,,
275,"Rivera Tree Service, Inc.",(626) 392-7419,5.0,24,"1239 Millbury Ave, La Puente, CA 91746, USA",La Puente,CA,91746,https://www.riveratreeserviceinc.com/,55,MEDIUM,MEDIUM,,,,google_places,,,,
276,M&M Tree Service Inc.,(626) 322-4994,5.0,21,"14110 Barrydale St, La Puente, CA 91746, USA",La Puente,CA,91746,http://mmtreeserviceinc.com/,55,MEDIUM,MEDIUM,,,,google_places,,,,
277,AJP LANDSCAPE INC,(323) 420-7758,5.0,19,"4828 St Charles Pl, Los Angeles, CA 90019, USA",Los Angeles,CA,90019,http://www.ajplandscape.com/,55,MEDIUM,MEDIUM,,,,google_places,,,,
278,San Agustin Landscape,(323) 316-5979,5.0,18,"3655 Torrance Blvd STE 300, Torrance, CA 90503, USA",Torrance,CA,90503,https://sanagustinlandscape.com/,55,MEDIUM,MEDIUM,,,,google_places,,,,
279,Ramirez Growers,(310) 291-7308,5.0,22,"19881 Bloomfield Ave, Cerritos, CA 90703, USA",Cerritos,CA,90703,https://ramirezgrowers.com/,55,MEDIUM,MEDIUM,,,,google_places,,,,
280,La Crescenta Nursery,(818) 249-2448,4.5,70,"3654 La Crescenta Ave, Glendale, CA 91208, USA",Glendale,CA,91208,,55,MEDIUM,MEDIUM,,,,google_places,,,,
281,"Orta Garden Supply, Inc. (Nursery)",(424) 258-6104,4.5,102,"3848 Sepulveda Blvd, Culver City, CA 90230, USA",Culver City,CA,90230,,55,MEDIUM,MEDIUM,,,,google_places,,,,
282,LawnStarter Landscaping,(424) 324-2113,4.9,11,"1540 Vine St Apartment 346, Los Angeles, CA 90028, USA",Los Angeles,CA,90028,https://www.lawnstarter.com/los-angeles-ca-landscaping?utm_source=google&utm_medium=GLocal&utm_campaign=LosAngelesLocal,55,MEDIUM,MEDIUM,,,,google_places,,,,
283,Lynwood Tree Service,(310) 997-4485,4.9,18,"3576 Mulford Ave, Lynwood, CA 90262, USA",Lynwood,CA,90262,https://www.lynwoodtreeservice.com/,55,MEDIUM,MEDIUM,,,,google_places,,,,
284,Burbank Irrigation Supply,(818) 561-4000,4.9,12,"300 N Victory Blvd, Burbank, CA 91502, USA",Burbank,CA,91502,http://burbankirrigationsupply.com/,55,MEDIUM,MEDIUM,,,,google_places,,,,
285,Royal Tree Services,(818) 477-7030,5.0,10,"10610 Rhodesia Ave, Sunland, CA 91040, USA",Los Angeles,CA,91040,https://www.royaltrees.net/,55,MEDIUM,MEDIUM,,,,google_places,,,,
286,"Black Diamond Paver Stones & Landscape, Inc.",(626) 800-3504,5.0,10,"155 N Lake Ave #800, Pasadena, CA 91101, USA",Pasadena,CA,91101,https://blackdiamondlandscape.com/pasadena/?utm_source=Google&utm_medium=GMB&utm_campaign=Pasadena,55,MEDIUM,MEDIUM,,,,google_places,,,,
287,Creative Concepts Landscape Management,(818) 248-7436,5.0,14,"2434 Mountain Ave, La Crescenta-Montrose, CA 91214, USA",La Crescenta-Montrose,CA,91214,https://www.creativeconceptsla.com/,55,MEDIUM,MEDIUM,,,,google_places,,,,
288,All County Landscape-Hardscape,(888) 720-3316,5.0,23,"18375 Ventura Blvd #453, Tarzana, CA 91356, USA",Los Angeles,CA,91356,http://landscape-hardscape.com/,55,MEDIUM,MEDIUM,,,,google_places,,,,
289,Green Essence Tree and Landscape Inc.,(818) 486-3916,5.0,12,"10818 Tuxford Pl, Sun Valley, CA 91352, USA",Los Angeles,CA,91352,https://www.greenessencetreeandlandscape.com/,55,MEDIUM,MEDIUM,,,,google_places,,,,
290,Orange Coast College: Horticulture Garden Lab,(714) 432-0202 ext. 22868,4.5,13,"Adams Ave, Costa Mesa, CA 92626, USA",Costa Mesa,CA,92626,https://orangecoastcollege.edu/academics/math-sciences/horticulture/,55,MEDIUM,MEDIUM,,,,google_places,,,,
291,Rocha Landscaping,(949) 285-7485,4.6,19,"6145 Chino Ave, Chino, CA 91710, USA",Chino,CA,91710,http://rocha-landscaping.com/,55,MEDIUM,MEDIUM,,,,google_places,,,,
292,Forest tree care inc.,(909) 568-6919,4.8,14,"6180 Riverside Dr Ste C # 24, Chino, CA 91710, USA",Chino,CA,91710,https://foresttreecareinc.net/,55,MEDIUM,MEDIUM,,,,google_places,,,,
293,Evergreen Nursery,(714) 537-8877,4.8,69,"8592 Garden Grove Blvd, Garden Grove, CA 92844, USA",Garden Grove,CA,92844,,55,MEDIUM,MEDIUM,,,,google_places,,,,
294,King's Tree Service,(626) 221-6471,4.9,11,"2232 Kathryn Ave, Pomona, CA 91766, USA",Pomona,CA,91766,https://www.kingstreeservice.net/,55,MEDIUM,MEDIUM,,,,google_places,,,,
295,Goldenwest Landscaping,(949) 573-2352,5.0,14,"3012 Enterprise St, Costa Mesa, CA 92626, USA",Costa Mesa,CA,92626,http://goldenwestlandscaping.com/,55,MEDIUM,MEDIUM,,,,google_places,,,,
296,A & S Tree Service,(714) 718-4381,5.0,20,"142 N Holly St, Orange, CA 92868, USA",Orange,CA,92868,http://www.aandstreeservice.site/,55,MEDIUM,MEDIUM,,,,google_places,,,,
297,Aguilar Tree Service,(909) 510-0053,5.0,14,"12992 Renato Ct, Chino, CA 91710, USA",Chino,CA,91710,https://aguilartreeservice.co/,55,MEDIUM,MEDIUM,,,,google_places,,,,
298,Steven's Garden,(949) 481-2632,4.8,19,"28792 Camino Capistrano, Mission Viejo, CA 92675, USA",Mission Viejo,CA,92675,http://stevensgardens.store/,55,MEDIUM,MEDIUM,,,,google_places,,,,
299,Land Disview,(949) 569-5887,5.0,20,"24172 Landisview Ave, Lake Forest, CA 92630, USA",Lake Forest,CA,92630,https://landdisview.com/,55,MEDIUM,MEDIUM,,,,google_places,,,,
300,Robyn's Original Landscapes,(949) 630-3312,5.0,19,"30025 Alicia Pkwy #231, Laguna Niguel, CA 92677, USA",Laguna Niguel,CA,92677,http://www.robynsoriginal.com/,55,MEDIUM,MEDIUM,,,,google_places,,,,
301,Vazquez Nursery,(657) 204-9635,5.0,15,"17191 Beach Blvd, Huntington Beach, CA 92647, USA",Huntington Beach,CA,92647,https://www.vazqueznursery.com/,55,MEDIUM,MEDIUM,,,,google_places,,,,
302,Gaspar Landscaping & Tree Service,(951) 264-5966,4.3,18,"4366 Angelo St, Riverside, CA 92507, USA",Riverside,CA,92507,https://riverside-calandscaper.com/,55,MEDIUM,MEDIUM,,,,google_places,,,,
303,Al and Sons Tree Service,(951) 737-6847,4.5,15,"18800 My Hwy, Corona, CA 92881, USA",Corona,CA,92881,https://alandsonstreeservice.com/,55,MEDIUM,MEDIUM,,,,google_places,,,,
304,Clements Landscape and Pool Construction,(909) 481-3265,4.6,18,"8082 Surrey Ln, Rancho Cucamonga, CA 91701, USA",Rancho Cucamonga,CA,91701,https://clementslandscape.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,55,MEDIUM,MEDIUM,,,,google_places,,,,
305,1 Neat Landscaping lawn maintenance n tree services,(951) 732-5484,4.7,12,"17130 Van Buren Boulevard Unit #820, Riverside, CA 92504, USA",Riverside,CA,92504,https://1neatlawnandlandscaping.com/,55,MEDIUM,MEDIUM,,,,google_places,,,,
306,Bella Park Inc.,(951) 226-5070,4.8,23,"4160 Temescal Canyon Rd Suite 401, Corona, CA 92883, USA",Corona,CA,92883,https://bellaparkinc.com/,55,MEDIUM,MEDIUM,,,,google_places,,,,
307,Menifee Gardening & Sprinkler Repair,(951) 821-0189,4.8,144,"30864 Sunset Lake Cir, Menifee, CA 92584, USA",Menifee,CA,92584,,55,MEDIUM,MEDIUM,,,,google_places,,,,
308,Alejandros Tree Service,(909) 694-8945,4.9,182,"1073 N Sandalwood Ave, Rialto, CA 92376, USA",Rialto,CA,92376,,55,MEDIUM,MEDIUM,,,,google_places,,,,
309,M1 Landscaping LLC,(714) 439-9463,5.0,13,"1411 Rimpau Ave Ste 109, Corona, CA 92879, USA",Corona,CA,92879,https://m1landscapingllc.com/,55,MEDIUM,MEDIUM,,,,google_places,,,,
310,Lawn Care 4 U & Landscaping,(951) 548-4002,5.0,17,"Orange St, Riverside, CA 92501, USA",Riverside,CA,92501,https://meek-speculoos-d93c9f.netlify.app/,55,MEDIUM,MEDIUM,,,,google_places,,,,
311,Tree Service of Rancho Cucamonga,(909) 279-5191,5.0,21,"5845 Beryl St, Rancho Cucamonga, CA 91737, USA",Rancho Cucamonga,CA,91737,https://hlstreeservice.com/,55,MEDIUM,MEDIUM,,,,google_places,,,,
312,Tree Service of Fontana,(909) 900-7961,5.0,19,"15124 Macadamia Ct, Fontana, CA 92335, USA",Fontana,CA,92335,https://treeserviceoffontana.com/,55,MEDIUM,MEDIUM,,,,google_places,,,,
313,Millennial Landscape,(323) 441-5129,5.0,14,"6433 Etiwanda Ave, Jurupa Valley, CA 91752, USA",Jurupa Valley,CA,91752,https://millennialscape.com/,55,MEDIUM,MEDIUM,,,,google_places,,,,
314,Save Aqua Landscapes LLC,(909) 276-8957,5.0,13,"8977 Foothill Blvd STE D, Rancho Cucamonga, CA 91730, USA",Rancho Cucamonga,CA,91730,https://saveaqulandscaping.org/,55,MEDIUM,MEDIUM,,,,google_places,,,,
315,Andrew Landscape & Construction INC,(951) 780-1222,5.0,10,"14365 Laurel Dr, Riverside, CA 92503, USA",Riverside,CA,92503,https://andrewlandscape.com/,55,MEDIUM,MEDIUM,,,,google_places,,,,
316,Adam Hall's Garden Center,(951) 538-2730,5.0,20,"28095 Alessandro Blvd, Moreno Valley, CA 92555, USA",Moreno Valley,CA,92555,http://adamhallsnursery.com/,55,MEDIUM,MEDIUM,,,,google_places,,,,
317,Joel's Tree Service,(619) 636-9041,4.5,18,"1465 Platano Ct, Chula Vista, CA 91911, USA",Chula Vista,CA,91911,http://www.joelstreeservice.net/,55,MEDIUM,MEDIUM,,,,google_places,,,,
318,"Quetzal Landscapes, Inc.",(858) 222-1454,4.6,11,"7710 Balboa Ave #308, San Diego, CA 92111, USA",San Diego,CA,92111,https://www.quetzallandscapes.com/,55,MEDIUM,MEDIUM,,,,google_places,,,,
319,Blue Monarch,(619) 908-9696,4.7,23,"3128 Martin Ave, San Diego, CA 92113, USA",San Diego,CA,92113,https://bluemonarchcorp.com/,55,MEDIUM,MEDIUM,,,,google_places,,,,
320,El Centro Artesano,(619) 297-2931,4.7,74,"2637 San Diego Ave, San Diego, CA 92110, USA",San Diego,CA,92110,,55,MEDIUM,MEDIUM,,,,google_places,,,,
321,Green Planet Tree Service,(619) 771-8787,4.9,55,"659 Ellen Ln, El Cajon, CA 92019, USA",El Cajon,CA,92019,,55,MEDIUM,MEDIUM,,,,google_places,,,,
322,DTS General Services LLC - Home Improvements,(619) 863-3315,4.9,68,"1232 Tangelos Pl, Lemon Grove, CA 91945, USA",Lemon Grove,CA,91945,,55,MEDIUM,MEDIUM,,,,google_places,,,,
323,Llitoquii Plants,(858) 284-7773,4.9,17,"2935 Ulric St, San Diego, CA 92111, USA",San Diego,CA,92111,https://llitoquiiplants.com/,55,MEDIUM,MEDIUM,,,,google_places,,,,
324,El Jardín de Frida.,664 202 2969,4.9,22,"Fresnillo 2783-B, Col. Madero (Cacho), 22040 Tijuana, B.C., Mexico",Colonia Madero (Cacho),B.C.,22040,https://www.facebook.com/eljardindefridatj,55,MEDIUM,MEDIUM,,,,google_places,,,,
325,Go Greens Clean,(858) 977-1818,5.0,15,"6453 Reflection Dr, San Diego, CA 92124, USA",San Diego,CA,92124,https://gogreensclean.com/,55,MEDIUM,MEDIUM,,,,google_places,,,,
326,San Diego Tree Care,(858) 530-8733,5.0,11,"9984 Scripps Ranch Blvd #303, San Diego, CA 92131, USA",San Diego,CA,92131,http://sandiegotreecare.com/,55,MEDIUM,MEDIUM,,,,google_places,,,,
327,Green Synthetic Pros,(619) 565-9513,5.0,17,"8924 Troy St, Spring Valley, CA 91977, USA",Spring Valley,CA,91977,https://greensyntheticpros.com/?utm_campaign=gmb,55,MEDIUM,MEDIUM,,,,google_places,,,,
328,Viva Las Plantas Shop,664 484 1123,5.0,19,"P.º Ensenada 121-local 14 Sec, Playas de Tijuana, Terrazas de Mendoza, 22205 Tijuana, B.C., Mexico",Terrazas de Mendoza,B.C.,22205,http://www.vivalasplantas.com/,55,MEDIUM,MEDIUM,,,,google_places,,,,
329,Echo Garden Nursery,(323) 274-4126,4.3,106,"4515 York Blvd, Los Angeles, CA 90041, USA",Los Angeles,CA,90041,,55,MEDIUM,MEDIUM,,,,google_places,,,,
330,Stratton Paving and Masonry,(818) 394-8965,4.8,76,"12457 Ventura Blvd #342, Studio City, CA 91604, USA",Los Angeles,CA,91604,,55,MEDIUM,MEDIUM,,,,google_places,,,,
331,Nature's Tree Service,(626) 695-3430,4.9,15,"715 N Hyacinth Ave, West Covina, CA 91791, USA",West Covina,CA,91791,https://www.naturestreeservice.com/,55,MEDIUM,MEDIUM,,,,google_places,,,,
332,Green Thumb Gardens,(310) 327-7851,4.5,20,"844 N Lucia Ave, Redondo Beach, CA 90277, USA",Redondo Beach,CA,90277,http://www.farmtolawn.com/,55,MEDIUM,MEDIUM,,,,google_places,,,,
333,Edgar Landscaping,(562) 200-1252,4.6,21,"1058 N Ravenna Ave, Wilmington, CA 90744, USA",Los Angeles,CA,90744,http://www.edgarlandscapingservices.com/,55,MEDIUM,MEDIUM,,,,google_places,,,,
334,Yamada Company Inc,(310) 327-5668,4.6,153,"706 W Gardena Blvd, Gardena, CA 90247, USA",Gardena,CA,90247,,55,MEDIUM,MEDIUM,,,,google_places,,,,
335,O'Neill Masonry and Asphalt,(424) 309-7990,4.8,58,"21707 Hawthorne Blvd #307, Torrance, CA 90503, USA",Torrance,CA,90503,,55,MEDIUM,MEDIUM,,,,google_places,,,,
336,Ewing Outdoor Supply,(310) 782-7821,4.9,18,"20526 Gramercy Pl, Torrance, CA 90501, USA",Torrance,CA,90501,http://www.ewingoutdoorsupply.com/,55,MEDIUM,MEDIUM,,,,google_places,,,,
337,Torrance Community Gardens,(310) 781-7520,4.9,15,"4045 190th St, Torrance, CA 90504, USA",Torrance,CA,90504,https://www.torranceca.gov/our-city/cultural-services/community-gardens,55,MEDIUM,MEDIUM,,,,google_places,,,,
338,HERNANDEZ LAND AND HARDSCAPING,(562) 661-0809,5.0,20,"1428 Chestnut Ave, Long Beach, CA 90813, USA",Long Beach,CA,90813,https://www.hlandscapin.com/,55,MEDIUM,MEDIUM,,,,google_places,,,,
339,JN Arbor Care,(310) 674-8888,5.0,11,"904 W Hyde Park Blvd, Inglewood, CA 90302, USA",Inglewood,CA,90302,https://jnarborcare.com/,55,MEDIUM,MEDIUM,,,,google_places,,,,
340,Terrebonne Projects Inc,(424) 625-8035,5.0,12,"2801 Ocean Park Blvd #1093, Santa Monica, CA 90405, USA",Santa Monica,CA,90405,https://www.terre-bonne.com/,55,MEDIUM,MEDIUM,,,,google_places,,,,
341,DreamWork Landscape,(310) 973-2100,5.0,14,"3126 Pacific Coast Hwy, Torrance, CA 90505, USA",Torrance,CA,90505,https://www.dreamworklandscape.com/contact/,55,MEDIUM,MEDIUM,,,,google_places,,,,
342,Arboreal Tree Trimming Irvine,(714) 699-9151,4.9,19,"15333 Culver Dr 2287 Ste 340, Irvine, CA 92604, USA",Irvine,CA,92604,https://www.treeserviceirvineca.com/,55,MEDIUM,MEDIUM,,,,google_places,,,,
343,Lawn Master OC,(714) 970-5296,5.0,22,"500 S Acacia Ave, Fullerton, CA 92831, USA",Fullerton,CA,92831,https://lawnmasteroc.com/,55,MEDIUM,MEDIUM,,,,google_places,,,,
344,So Cal Tree Trimming Inc.,(714) 507-6376,5.0,24,"925 S Arden Pl, Anaheim, CA 92802, USA",Anaheim,CA,92802,https://socaltreetrimming.godaddysites.com/,55,MEDIUM,MEDIUM,,,,google_places,,,,
345,MTC Landscape Contractor,(951) 294-0420,4.7,12,"23152 Via Campo Verde, Laguna Woods, CA 92637, USA",Laguna Woods,CA,92637,http://www.mtccompanies.com/,55,MEDIUM,MEDIUM,,,,google_places,,,,
346,Dana Point Nursery,(949) 496-5137,4.7,68,"34100 Pacific Coast Hwy, Dana Point, CA 92629, USA",Dana Point,CA,92629,,55,MEDIUM,MEDIUM,,,,google_places,,,,
347,Artisan Outdoor,(949) 390-8181,4.8,17,"1653 B, Superior Ave, Costa Mesa, CA 92627, USA",Costa Mesa,CA,92627,https://artisanoutdoor.com/,55,MEDIUM,MEDIUM,,,,google_places,,,,
348,Luis Hernandez Landscaping,(949) 514-3624,5.0,20,"1180 S Belhaven St, Anaheim, CA 92806, USA",Anaheim,CA,92806,http://lhernandezlandscaping.com/,55,MEDIUM,MEDIUM,,,,google_places,,,,
349,Southcal Landscape Corporation,(657) 205-6490,5.0,11,"1300 Adams Ave Unit 16F, Costa Mesa, CA 92626, USA",Costa Mesa,CA,92626,https://south-cal-landscape.com/,55,MEDIUM,MEDIUM,,,,google_places,,,,
350,MBros Pool Construction,(714) 392-1784,5.0,11,"2230 W Chapman Ave, Orange, CA 92868, USA",Orange,CA,92868,https://www.mbrospoolconstruction.com/?utm_source=google&utm_medium=gbp,55,MEDIUM,MEDIUM,,,,google_places,,,,
351,Caliscapes OC,(714) 348-4808,5.0,21,"11891 Hewes St Apt A, Orange, CA 92869, USA",Orange,CA,92869,http://www.caliscapesoc.com/,55,MEDIUM,MEDIUM,,,,google_places,,,,
352,I M Landscaping,(909) 236-6607,4.3,12,"9844 Galena Ave, Montclair, CA 91763, USA",Montclair,CA,91763,https://imlandscapingtree.com/,55,MEDIUM,MEDIUM,,,,google_places,,,,
353,Guerrero’s Gardening,(840) 345-3750,5.0,17,"668 Laurel Ave, Pomona, CA 91768, USA",Pomona,CA,91768,http://dguerrero0816.wixsite.com/guerreros,55,MEDIUM,MEDIUM,,,,google_places,,,,
354,Mercado's Nursery Corp,(909) 823-3774,4.5,71,"9790 59th St, Jurupa Valley, CA 91752, USA",Jurupa Valley,CA,91752,,55,MEDIUM,MEDIUM,,,,google_places,,,,
355,Highland - Landscaping South El Monte,(626) 569-7433,4.3,6,"1230 Santa Anita Ave, South El Monte, CA 91733, USA",South El Monte,CA,91733,https://www.ziprecruiter.com/,50,MEDIUM,MEDIUM,,,,google_places,,,,
356,Gill Hardscape,(562) 276-8910,4.4,7,"201 College Park Dr, Seal Beach, CA 90740, USA",Seal Beach,CA,90740,http://www.gillhardscape.com/contact.htm,50,MEDIUM,MEDIUM,,,,google_places,,,,
357,Pacific Coast Pavers,(949) 701-2888,4.7,9,"1585 Berenice Dr, Brea, CA 92821, USA",Brea,CA,92821,https://pcpavers.com/,50,MEDIUM,MEDIUM,,,,google_places,,,,
358,Maztek Landscaping,(562) 376-1691,5.0,8,"5408 Woodruff Ave, Lakewood, CA 90713, USA",Lakewood,CA,90713,http://mazteklandscape.com/,50,MEDIUM,MEDIUM,,,,google_places,,,,
359,Diaz Landscaping Services,(323) 683-8082,5.0,5,"1865 1/2 W 25th St, Los Angeles, CA 90018, USA",Los Angeles,CA,90018,https://www.diaz-landscaping.com/,50,MEDIUM,MEDIUM,,,,google_places,,,,
360,Joaquin’s Landscaping,(323) 592-1098,5.0,6,"2328 1/2 Carmona Ave, Los Angeles, CA 90016, USA",Los Angeles,CA,90016,http://joaquinslandscaping.com/,50,MEDIUM,MEDIUM,,,,google_places,,,,
361,4Ever Green Landscape,(714) 723-8222,5.0,7,"17232 Oak Ln, Huntington Beach, CA 92647, USA",Huntington Beach,CA,92647,http://landscape4ever.com/,50,MEDIUM,MEDIUM,,,,google_places,,,,
362,GW Tree Service,(562) 360-2396,5.0,6,"12544 Persing Dr, Whittier, CA 90606, USA",Whittier,CA,90606,https://treeservicegw.com/,50,MEDIUM,MEDIUM,,,,google_places,,,,
363,East LA Tree Service,(323) 970-3006,5.0,6,"4557 E 3rd St, Los Angeles, CA 90022, USA",Los Angeles,CA,90022,https://www.eastlosangelestreeservice.com/,50,MEDIUM,MEDIUM,,,,google_places,,,,
364,Fullerton Landscapers,(657) 441-0348,5.0,6,"1440 N Harbor Blvd #900, Fullerton, CA 92835, USA",Fullerton,CA,92835,https://fullertonlandscapers.com/,50,MEDIUM,MEDIUM,,,,google_places,,,,
365,Mark Talmo Landscape,(714) 391-6618,5.0,8,"8762 Charford Dr, Huntington Beach, CA 92646, USA",Huntington Beach,CA,92646,http://www.marktalmolandscape.com/,50,MEDIUM,MEDIUM,,,,google_places,,,,
366,United Garden and Wholesale Inc,(818) 922-2004,4.3,41,"7561 Woodman Pl #1545, Van Nuys, CA 91405, USA",Los Angeles,CA,91405,,50,MEDIUM,MEDIUM,,,,google_places,,,,
367,L.A. Los Primos Landscaping,(323) 519-3752,4.4,9,"1212 S Amantha Ave, Compton, CA 90220, USA",Compton,CA,90220,https://onebrisco.wixsite.com/losangeleslosprimosl,50,MEDIUM,MEDIUM,,,,google_places,,,,
368,BA True Gardens,(213) 327-8696,4.4,8,"1532 W 54th St, Los Angeles, CA 90062, USA",Los Angeles,CA,90062,https://batruegardenslandscape.com/,50,MEDIUM,MEDIUM,,,,google_places,,,,
369,Garden Center,(818) 352-4466,4.8,5,"6324 Foothill Blvd, Tujunga, CA 91042, USA",Los Angeles,CA,91042,http://www.doitcenter.com/,50,MEDIUM,MEDIUM,,,,google_places,,,,
